Id,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,SalePrice_Log,TotalEffectiveSF,HouseAge,RemodAge,IsRemodeled,HasPool,HasMiscFeature,IsNonFlatLot,Has_Pos_Amenity,Has_Traffic_Disturbance,Has_Railroad_Disturbance,Is_Standard_Roof,Is_GasA_Heating,HouseStyle_Stories,Is_Split_Layout,Is_New_Construction,Is_Distressed_Sale,Is_Normal_Sale,Nbhd_bit0,Nbhd_bit1,Nbhd_bit2,Nbhd_bit3,Nbhd_bit4,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Other,MSZoning_Other,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Missing,Alley_Pave,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Other,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_Missing,GarageType_Other,MiscFeature_Other,MiscFeature_Shed,LandContour_HLS,LandContour_Low,LandContour_Lvl
650,21.0,1936,4,4,3,4,6,0.0,3,3,4,3,3,4,131,6,499,0,630,4,630,0,0,630,1,0,1,0,1,1,3,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,84500,11.344518647594766,1260,37,37,0,0,0,0,0,0,0,1,1,1.5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
651,65.0,8125,4,4,3,7,6,,4,3,4,3,1,1,0,1,0,813,813,5,822,843,0,1665,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,0,0,0,0,0,0,0,0,0,5,205950,12.235393555399902,2478,1,1,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
652,60.0,9084,4,4,3,4,5,0.0,3,3,3,3,2,1,0,1,0,755,755,3,755,755,0,1510,1,0,1,0,4,1,3,7,1,4,1,1,2,1,2,120,0,0,0,0,0,0,3,0,10,108000,11.58989576532275,2385,69,59,1,0,0,0,0,1,0,1,1,2.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
653,70.0,8750,4,4,3,7,5,0.0,4,3,4,3,1,1,0,1,0,880,880,5,909,807,0,1716,0,0,2,1,2,1,4,7,1,3,2,2,3,3,3,0,120,0,0,0,0,0,0,0,7,191000,12.160033942617156,2716,13,13,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
654,60.0,10320,4,4,3,6,7,0.0,3,3,3,3,1,1,0,1,0,756,756,5,756,713,0,1469,0,0,1,0,3,1,3,7,0,0,1,1,3,3,3,57,0,239,0,0,0,0,3,0,6,135000,11.81303746480054,2521,102,13,1,0,0,0,0,0,0,1,1,1.5,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
655,91.0,10437,3,4,3,8,6,660.0,4,4,4,3,4,6,1696,1,0,413,2052,5,2113,0,0,2113,1,0,2,1,2,1,4,7,1,3,3,3,3,3,3,236,46,0,0,0,0,0,0,0,8,350000,12.765691290604371,4447,13,13,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
656,21.0,1680,4,4,3,6,5,381.0,3,3,3,3,1,1,0,1,0,525,525,3,525,567,0,1092,0,0,1,1,3,1,3,7,0,0,1,1,3,3,3,0,0,0,0,0,0,0,0,0,3,88000,11.38510345703214,1617,39,39,0,0,0,0,0,0,0,1,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
657,72.0,10007,3,4,3,5,7,54.0,4,3,3,3,1,5,806,1,0,247,1053,5,1053,0,0,1053,1,0,1,1,3,1,4,7,0,0,2,1,3,3,3,0,0,0,0,0,0,0,3,0,8,145500,11.8879382384223,2106,49,2,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
658,60.0,7200,4,4,2,7,6,0.0,3,2,4,3,1,1,0,1,0,776,776,3,851,651,0,1502,0,0,1,1,3,1,3,7,1,4,2,1,3,3,2,0,0,112,0,0,0,0,3,0,2,149000,11.91170829631447,2390,77,8,1,0,0,1,0,0,0,1,1,2.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
659,78.0,17503,4,4,3,6,5,0.0,3,3,3,3,1,1,0,1,0,912,912,3,912,546,0,1458,0,1,1,0,3,1,3,7,1,4,1,1,3,3,3,192,0,0,0,0,0,0,0,0,1,97500,11.487617913343598,2562,62,60,1,0,0,0,0,1,0,1,1,1.5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
660,75.0,9937,4,4,3,5,7,0.0,3,4,3,3,1,4,637,1,0,849,1486,5,1486,0,0,1486,1,0,1,0,3,1,3,7,0,0,3,2,3,3,3,0,0,0,0,0,0,0,3,0,3,167000,12.025755079404917,2972,45,10,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
661,70.04995836802665,12384,4,4,3,7,7,233.0,3,3,4,3,1,1,0,1,0,793,793,3,1142,793,0,1935,0,0,2,1,3,1,3,7,1,3,2,2,3,3,3,0,113,252,0,0,0,0,0,0,11,197900,12.19552218463499,3093,31,31,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
662,52.0,46589,2,4,3,8,7,528.0,4,3,4,4,1,6,1361,3,180,88,1629,5,1686,762,0,2448,1,0,2,1,4,1,4,7,1,3,2,3,3,3,3,517,76,0,0,0,0,0,0,0,7,402000,12.904209855160254,4670,15,4,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
663,120.0,13560,4,4,3,6,3,216.0,3,3,2,2,1,1,0,1,0,1392,1392,4,1392,0,0,1392,1,0,1,0,2,1,3,2,2,3,2,2,3,3,3,0,0,240,0,0,0,0,0,0,7,110000,11.60824473564232,3024,41,41,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
664,90.0,10012,4,4,3,4,5,0.0,3,3,4,3,3,4,920,3,180,38,1138,3,1181,0,0,1181,1,0,2,0,3,1,3,7,0,0,2,2,3,3,3,0,0,180,0,0,0,0,3,0,4,137500,11.83138646878959,2499,36,36,0,0,0,0,0,0,0,1,1,1.5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
665,49.0,20896,2,4,3,8,5,0.0,4,3,5,3,2,6,1721,1,0,356,2052,5,2097,0,0,2097,1,0,1,1,1,1,5,7,1,5,3,3,3,3,3,192,267,0,0,0,0,0,0,0,1,423000,12.955129822091816,4608,1,0,1,0,0,0,0,0,1,1,1,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
666,106.0,11194,3,4,3,8,5,40.0,4,3,4,3,1,1,0,1,0,1406,1406,5,1454,482,0,1936,0,0,2,1,3,1,4,7,1,3,2,2,3,3,3,188,124,0,0,0,0,0,0,0,11,230500,12.348010479804223,3654,6,6,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
667,70.04995836802665,18450,3,4,3,6,5,113.0,3,4,4,3,1,2,187,3,723,111,1021,3,1465,915,0,2380,0,0,2,1,3,1,3,1,1,1,1,2,3,3,3,0,265,0,0,0,0,0,0,0,8,129000,11.767575435251748,3666,42,28,1,0,0,0,0,0,0,0,1,2.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
668,65.0,8125,4,4,3,6,5,258.0,3,3,4,3,1,6,1138,1,0,270,1408,5,1679,0,0,1679,1,0,2,0,3,1,4,7,1,2,2,2,3,3,3,224,42,0,0,0,0,0,0,0,10,193500,12.173037959397275,3353,14,10,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
669,70.04995836802665,14175,4,4,2,5,6,0.0,3,3,3,3,1,3,988,1,0,200,1188,4,1437,0,0,1437,1,0,1,1,3,1,3,5,1,3,1,2,3,3,3,304,0,0,0,0,0,0,0,0,11,168000,12.031725210748633,2929,50,19,1,0,0,1,0,0,0,1,1,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
670,80.0,11600,4,4,3,4,5,0.0,3,3,2,3,1,1,0,1,0,700,700,5,1180,0,0,1180,0,0,1,0,2,1,2,7,1,4,1,1,3,2,3,0,0,67,0,0,0,0,0,0,7,137500,11.83138646878959,1947,84,56,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
671,64.0,8633,4,4,3,6,5,0.0,4,3,4,3,1,6,193,1,0,545,738,5,738,738,0,1476,1,0,2,1,3,1,4,7,0,0,3,2,3,3,3,100,35,0,0,0,0,0,0,0,2,173500,12.0639386420412,2349,4,4,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
672,54.0,6629,4,4,3,6,6,0.0,3,4,3,3,1,4,551,1,0,121,672,3,697,672,0,1369,1,0,2,0,3,1,3,7,0,0,1,1,3,3,3,147,0,0,0,0,0,0,0,0,7,103600,11.548302261270589,2188,84,59,1,0,0,0,0,1,0,1,1,2.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
673,70.04995836802665,11250,3,4,3,6,6,0.0,4,3,4,3,1,5,767,1,0,441,1208,3,1208,0,0,1208,1,0,1,1,3,1,3,7,1,3,2,2,3,3,3,198,42,0,0,0,0,0,0,0,6,165000,12.013706813470414,2656,29,29,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
674,110.0,14442,4,4,3,6,7,106.0,3,3,3,3,1,6,1186,1,0,291,1477,5,1839,0,0,1839,1,0,2,0,3,1,4,7,2,3,3,2,3,3,3,0,87,0,0,200,0,0,0,0,6,257500,12.458778882573531,3603,50,3,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
675,80.0,9200,4,4,3,6,6,0.0,3,3,3,3,1,3,892,1,0,244,1136,3,1136,0,0,1136,1,0,1,0,3,1,3,7,1,4,2,1,3,3,3,426,0,0,0,0,0,0,0,0,7,140000,11.849404844423074,2698,43,43,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
676,24.0,2289,4,4,3,6,6,0.0,3,3,3,3,1,5,311,1,0,544,855,3,855,586,0,1441,0,0,2,1,3,1,3,7,1,3,1,2,3,3,3,28,0,0,0,0,0,0,0,0,4,148500,11.908346971208951,2324,31,31,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
677,60.0,9600,4,4,3,4,2,0.0,3,3,3,2,1,1,0,1,0,1095,1095,2,1095,679,0,1774,1,0,2,0,4,2,3,5,0,0,1,3,2,2,1,0,0,90,0,0,0,0,0,0,5,87000,11.373674891823535,2959,106,56,1,0,0,0,0,0,0,1,0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
678,52.0,9022,4,4,3,5,8,0.0,4,3,3,3,1,1,0,1,0,768,768,5,792,0,0,792,0,0,1,0,2,1,4,7,0,0,1,1,2,2,1,316,0,120,0,0,0,0,0,0,5,109500,11.603688960617085,1996,85,3,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
679,80.0,11844,3,4,3,8,5,464.0,4,3,5,3,2,1,0,1,0,2046,2046,5,2046,0,0,2046,0,0,2,1,3,1,4,7,1,4,3,3,3,3,3,322,82,0,0,0,0,0,0,0,7,372500,12.827995001361906,4496,1,1,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
680,70.04995836802665,9945,3,4,3,5,5,57.0,3,3,3,3,1,3,827,1,0,161,988,3,988,0,0,988,1,0,1,0,3,1,3,7,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,10,128500,11.7636919653883,1976,46,46,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
681,50.0,8012,4,4,3,6,5,0.0,3,3,4,3,1,4,543,4,119,261,923,3,923,0,0,923,0,0,2,0,2,1,3,7,1,3,2,1,3,3,3,80,0,0,0,0,0,0,0,0,5,143000,11.870606902224589,1926,30,30,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
682,55.0,4500,2,4,3,5,5,0.0,3,3,3,3,1,3,182,1,0,611,793,5,848,672,0,1520,0,0,1,0,3,1,3,7,0,0,1,1,3,3,3,0,0,56,0,0,0,0,0,0,7,159434,11.979391594635793,2369,77,9,1,0,0,1,0,0,0,1,1,1.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
683,70.04995836802665,2887,4,4,3,6,5,0.0,3,3,4,3,2,6,1003,1,0,288,1291,5,1291,0,0,1291,1,0,1,0,2,1,4,7,1,4,1,2,3,3,3,307,0,0,0,0,0,0,0,0,11,173000,12.06105265381003,2889,12,11,1,0,0,1,0,0,0,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
684,90.0,11248,3,4,3,9,5,215.0,4,3,4,3,3,6,1059,1,0,567,1626,5,1668,0,0,1668,1,0,2,0,3,1,4,7,1,3,3,3,3,3,3,257,45,0,0,0,0,0,0,0,7,285000,12.560247968016562,3596,5,5,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
685,58.0,16770,2,4,3,7,5,30.0,4,3,4,3,1,1,0,1,0,1195,1195,4,1195,644,0,1839,0,0,2,1,4,1,3,7,0,0,3,2,3,3,3,0,81,0,0,0,0,0,0,0,6,221000,12.30592250537653,3115,12,12,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
686,70.04995836802665,5062,3,4,3,7,5,0.0,4,3,4,3,2,6,828,2,182,180,1190,4,1190,900,0,2090,1,0,2,0,3,1,4,6,1,3,3,2,3,3,3,219,0,0,0,0,0,0,0,0,9,207500,12.242891437918386,3499,23,23,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
687,84.0,10207,4,4,3,7,6,0.0,4,3,4,3,1,1,0,1,0,874,874,5,874,887,0,1761,0,0,3,0,3,1,4,7,0,0,3,2,3,3,3,144,105,0,0,0,0,0,0,0,8,227875,12.336556900342153,2884,0,0,0,0,0,0,0,0,0,1,1,2.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
688,70.04995836802665,5105,2,4,3,7,5,0.0,4,3,4,3,1,6,239,1,0,312,551,5,551,551,0,1102,0,0,2,1,2,1,4,7,0,0,1,2,3,3,3,0,60,0,0,0,0,0,0,0,3,148800,11.910365121788654,1713,3,3,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
689,60.0,8089,4,4,3,8,6,0.0,4,3,4,3,3,6,945,1,0,474,1419,5,1419,0,0,1419,1,0,2,0,2,1,4,7,1,4,2,2,3,3,3,140,0,0,0,0,0,0,0,0,10,392000,12.879019669789754,2978,0,0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
690,61.0,7577,3,4,3,6,5,256.0,4,3,4,3,3,5,20,1,0,1342,1362,5,1362,0,0,1362,0,0,2,0,2,1,4,7,1,4,2,2,3,3,3,192,28,0,0,0,0,0,0,0,6,194700,12.179220327453931,2944,2,1,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
