Id,LotFrontage,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,SalePrice,SalePrice_Log,TotalEffectiveSF,HouseAge,RemodAge,IsRemodeled,HasPool,HasMiscFeature,IsNonFlatLot,Has_Pos_Amenity,Has_Traffic_Disturbance,Has_Railroad_Disturbance,Is_Standard_Roof,Is_GasA_Heating,HouseStyle_Stories,Is_Split_Layout,Is_New_Construction,Is_Distressed_Sale,Is_Normal_Sale,Nbhd_bit0,Nbhd_bit1,Nbhd_bit2,Nbhd_bit3,Nbhd_bit4,MSSubClass_160,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_Other,MSZoning_Other,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_Missing,Alley_Pave,LotConfig_CulDSac,LotConfig_FR2,LotConfig_Inside,LotConfig_Other,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Hip,RoofStyle_Other,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_Missing,MasVnrType_Stone,Foundation_CBlock,Foundation_Other,Foundation_PConc,Foundation_Slab,CentralAir_Y,Electrical_FuseF,Electrical_Other,Electrical_SBrkr,GarageType_Basment,GarageType_BuiltIn,GarageType_Detchd,GarageType_Missing,GarageType_Other,MiscFeature_Other,MiscFeature_Shed,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotArea_log,LotFrontage_log
735,70.04995836802665,8978,3,4,3,5,5,0.0,3,3,3,3,1,1,0,1,0,948,948,3,948,0,0,948,0,0,1,0,3,1,3,7,0,0,1,1,3,3,3,147,0,0,0,0,0,0,0,0,5,108000,11.58989576532275,2043,39,39,0,0,0,0,0,0,0,1,1,1.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.102643796520809,4.2633832685897595
736,60.0,10800,4,4,3,7,7,0.0,3,3,4,3,2,3,390,1,0,490,880,2,880,888,0,1768,0,0,1,1,2,1,3,7,2,3,1,2,3,3,1,0,341,0,0,0,0,0,0,0,10,163000,12.001511614739403,2989,92,36,1,0,0,0,0,0,0,1,0,2.25,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9.287394001418473,4.110873864173311
737,60.0,8544,4,4,3,3,4,0.0,3,3,0,0,0,0,0,0,0,0,0,4,1040,0,0,1040,0,0,2,0,2,2,3,7,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,7,93500,11.445727410406752,1040,56,56,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.053101595549691,4.110873864173311
738,72.0,10463,3,4,3,8,5,0.0,4,3,4,3,1,1,0,1,0,893,893,5,901,900,0,1801,0,0,2,1,3,1,4,7,1,4,3,3,3,3,3,0,116,0,0,0,0,0,0,0,6,239900,12.3879816172226,2810,1,1,0,0,0,1,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.25569607369698,4.290459441148391
739,60.0,10800,4,4,3,5,5,0.0,3,3,4,4,4,6,1200,1,0,0,1200,3,1200,0,0,1200,3,0,3,0,3,1,3,7,0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,0,3,179000,12.095146671399466,2520,22,21,1,0,0,0,0,0,0,1,1,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,9.287394001418473,4.110873864173311
740,65.0,9313,3,4,3,7,5,0.0,4,3,4,3,1,1,0,1,0,864,864,5,864,864,0,1728,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,187,56,0,0,0,0,0,0,0,4,190000,12.154784614286667,2835,5,5,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.139273923542323,4.189654742026425
741,60.0,9600,4,4,3,5,7,0.0,3,4,2,2,1,1,0,1,0,264,264,5,768,664,0,1432,0,0,2,0,2,1,3,7,0,0,1,2,3,4,3,270,0,112,0,0,0,0,4,0,5,132000,11.790564777297387,2078,97,5,1,0,0,0,0,0,0,1,1,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,9.169622538697624,4.110873864173311
742,65.0,6768,3,4,3,6,8,0.0,3,4,3,3,2,6,832,1,0,80,912,4,912,0,0,912,1,1,1,0,3,1,4,7,0,0,1,1,3,3,3,168,0,0,0,0,0,0,4,0,5,142000,11.863589378812122,1992,47,12,1,0,0,0,0,1,0,1,1,1.0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.820108644508608,4.189654742026425
743,65.0,8450,4,4,3,7,5,108.0,3,3,4,3,1,1,0,1,0,1349,1349,5,1349,0,0,1349,0,0,2,0,3,1,3,7,0,0,1,2,3,3,3,120,55,0,0,0,0,0,4,0,12,179000,12.095146671399466,2873,7,6,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.042040056544483,4.189654742026425
744,70.0,12886,3,4,3,5,6,0.0,3,3,4,3,3,5,444,1,0,76,520,5,1464,0,0,1464,0,1,2,0,3,1,3,5,1,3,2,2,3,3,3,302,0,0,0,100,0,0,0,0,10,175000,12.07254696717504,2386,46,10,1,0,0,0,0,0,0,1,1,1.5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.46397433028839,4.2626798770413155
745,41.0,5395,3,4,3,8,5,0.0,4,3,4,3,1,6,733,1,0,604,1337,4,1337,0,0,1337,1,0,2,0,2,1,4,7,1,3,2,2,3,3,3,96,0,70,168,0,0,0,0,0,10,180000,12.100717685412471,3008,15,15,0,0,0,1,0,0,0,1,1,1.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.593413217327646,3.7376696182833684
746,70.04995836802665,8963,3,4,3,8,9,289.0,5,4,3,4,1,6,575,5,80,487,1142,5,1175,1540,0,2715,0,1,3,1,4,1,4,7,2,3,3,2,3,3,3,0,204,0,0,0,0,0,0,0,7,299800,12.61087420020211,4061,32,12,1,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9.100971834920818,4.2633832685897595
747,70.04995836802665,8795,3,4,3,7,5,0.0,4,3,4,3,1,6,300,1,0,652,952,5,980,1276,0,2256,0,0,2,1,4,1,4,7,1,3,3,2,3,3,3,224,54,0,0,0,0,0,0,0,4,236000,12.371591321286903,3486,9,9,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9.082052351674651,4.2633832685897595
748,65.0,11700,3,4,3,7,7,0.0,4,3,3,2,1,1,0,1,0,1240,1240,3,1320,1320,0,2640,0,0,1,1,4,1,4,7,1,4,1,4,3,3,1,181,0,386,0,0,0,0,0,0,5,265979,12.491176396967154,4447,129,6,1,0,0,0,0,0,0,1,0,2.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9.367429587218957,4.189654742026425
749,59.0,10593,3,4,3,7,5,338.0,4,3,4,3,1,6,919,1,0,801,1720,5,1720,0,0,1720,1,0,2,0,3,1,4,7,1,3,3,2,3,3,3,240,56,154,0,0,0,0,0,0,3,260400,12.469978029554952,3890,14,14,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.268043082104471,4.0943445622221
750,50.0,8405,4,4,3,4,3,0.0,3,3,0,0,0,0,0,0,0,0,0,3,1088,441,0,1529,0,0,2,0,4,1,3,4,0,0,1,1,3,3,1,92,0,185,0,0,0,0,0,0,4,98000,11.49273296168228,1806,64,59,1,0,0,0,0,0,0,1,0,1.5,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.036701015565063,3.9318256327243257
751,55.0,8800,4,4,3,4,7,0.0,3,3,3,2,1,1,0,1,0,576,576,4,792,348,0,1140,0,0,1,0,3,1,3,5,0,0,0,0,0,0,1,0,160,0,0,0,0,0,0,0,6,96500,11.477308649967686,1876,100,6,1,0,0,0,0,0,0,1,1,1.5,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,9.082620630373812,4.02535169073515
752,70.04995836802665,7750,4,4,3,7,5,0.0,4,3,4,3,1,1,0,1,0,660,660,5,660,660,0,1320,0,0,2,1,3,1,4,7,0,0,3,2,3,3,3,0,48,0,0,0,0,0,0,0,8,162000,11.995357787034976,2028,4,4,0,0,0,0,0,0,1,1,1,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8.955577146281511,4.2633832685897595
753,79.0,9236,3,4,3,6,5,0.0,3,4,4,3,4,6,1200,1,0,279,1479,5,1494,0,0,1494,1,0,2,0,3,1,4,7,0,0,2,2,3,3,3,168,27,0,0,0,0,0,0,0,7,217000,12.28765724080691,3168,9,9,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.13097243659261,4.382026634673881
754,80.0,10240,4,4,3,8,5,178.0,4,3,4,3,2,1,0,1,0,1030,1030,4,1038,1060,0,2098,0,0,2,1,3,1,5,7,1,4,2,3,3,3,3,192,52,0,0,0,0,0,0,0,3,275500,12.526346537332584,3372,1,1,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.234154550075438,4.394449154672439
755,61.0,7930,4,4,3,6,8,0.0,3,3,3,3,1,6,439,2,472,115,1026,4,1026,0,0,1026,1,0,1,0,3,1,4,7,0,0,2,2,3,3,3,171,48,0,0,0,0,0,0,0,7,156000,11.95761769646754,2271,40,4,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.97853441008332,4.127134385045092
756,34.0,3230,4,4,3,6,5,894.0,3,3,4,3,1,6,381,1,0,348,729,4,742,729,0,1471,0,0,2,1,3,1,3,7,0,0,1,2,3,3,3,0,24,0,0,0,0,0,0,0,3,172500,12.058158312538197,2224,10,10,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.080546965824498,3.5553480614894135
757,68.0,10769,3,4,3,8,5,0.0,4,3,4,3,3,6,20,1,0,846,866,5,866,902,0,1768,0,0,2,1,3,1,4,7,0,0,2,2,3,3,3,144,105,0,0,0,0,0,0,0,4,212000,12.264346270624156,2883,2,2,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.284519770150434,4.23410650459726
758,70.04995836802665,11616,3,4,3,6,5,328.0,3,3,3,3,2,3,438,1,0,234,672,3,672,714,0,1386,0,0,2,1,3,1,3,7,1,3,3,2,3,3,3,335,0,0,0,0,0,0,4,0,4,158900,11.97603664577121,2393,32,32,0,0,0,0,0,0,0,1,1,2.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.360224821513475,4.2633832685897595
759,24.0,2280,4,4,3,7,5,360.0,3,3,4,3,1,5,549,1,0,195,744,4,757,744,0,1501,0,0,2,1,3,1,3,7,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,8,179400,12.097378802727306,2245,9,9,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,7.732369222284388,3.2188758248682006
760,65.0,12257,3,4,3,8,5,513.0,4,3,4,3,3,2,56,5,64,1198,1318,5,1328,1203,0,2531,0,0,2,1,4,1,4,7,1,3,2,3,3,3,3,222,98,0,0,0,0,0,0,0,11,290000,12.577639650232571,4169,12,12,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.413934064045677,4.189654742026425
761,70.0,9100,4,4,3,6,6,0.0,3,3,3,3,1,3,612,1,0,252,864,5,864,0,0,864,0,0,1,0,2,1,3,7,0,0,1,1,5,5,3,0,0,0,0,0,0,0,0,450,10,127500,11.755879486687116,1728,50,50,0,0,1,0,0,0,0,1,1,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,9.116139576577355,4.2626798770413155
762,60.0,6911,4,4,3,5,5,0.0,3,3,3,3,2,2,405,1,0,740,1145,3,1301,0,0,1301,0,0,1,0,2,1,2,6,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,10,100000,11.51293546492023,2446,85,59,1,0,0,0,0,1,0,1,1,1.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.841014310483892,4.110873864173311
763,72.0,8640,4,4,3,7,5,0.0,3,3,4,3,2,6,24,1,0,732,756,5,764,783,0,1547,0,0,2,1,3,1,4,7,0,0,1,2,3,3,3,169,45,0,0,0,0,0,0,0,6,215200,12.279327754099118,2517,1,1,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0642735958414,4.290459441148391
764,82.0,9430,4,4,3,8,5,673.0,4,3,4,3,2,6,1163,1,0,89,1252,5,1268,1097,0,2365,1,0,2,1,3,1,4,7,1,4,2,3,3,3,3,0,128,0,0,180,0,0,0,0,7,337000,12.727841176689148,3925,10,10,0,0,0,0,0,0,0,1,1,2.0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.151757414543885,4.418840607796598
765,30.0,9549,3,4,3,8,5,0.0,4,4,4,4,3,2,437,6,1057,0,1494,5,1494,0,0,1494,1,0,1,1,2,1,5,7,1,4,3,2,3,3,3,0,30,0,0,216,0,0,0,0,4,270000,12.506180941677355,3234,11,10,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.164296433474776,3.4339872044851463
766,75.0,14587,3,4,3,9,5,284.0,4,3,4,3,1,1,0,1,0,1498,1498,5,1506,0,0,1506,0,0,2,0,2,1,5,7,1,4,3,2,3,3,3,0,174,0,0,0,0,0,0,0,8,264132,12.484208043148731,3178,0,0,0,0,0,0,0,0,0,1,1,1.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.58795455192857,4.330733340286331
767,80.0,10421,4,4,3,7,5,42.0,3,3,4,3,1,6,394,1,0,586,980,3,980,734,0,1714,0,0,2,1,3,1,3,7,1,3,1,2,3,3,3,228,66,156,0,0,0,0,3,500,3,196500,12.188422799337028,3144,22,22,0,0,1,0,0,0,0,1,1,2.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,9.25167423546916,4.394449154672439
768,75.0,12508,3,4,3,6,7,0.0,3,3,4,3,2,5,660,1,0,323,983,5,983,767,0,1750,1,0,2,0,4,1,3,4,0,0,1,1,3,3,3,245,0,156,0,0,0,0,0,1300,7,160000,11.982935344196433,3134,68,23,1,0,1,0,0,0,0,1,1,1.5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,9.434203664214742,4.330733340286331
769,70.0,9100,4,4,3,7,5,0.0,4,3,4,3,1,6,24,1,0,1836,1860,5,1836,0,0,1836,0,0,2,0,3,1,4,7,1,4,3,2,3,3,3,120,33,0,0,0,0,0,0,0,10,216837,12.28690580994122,3849,2,1,1,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9.116139576577355,4.2626798770413155
770,47.0,53504,2,4,2,8,5,603.0,5,3,4,3,4,5,1416,1,0,234,1650,5,1690,1589,0,3279,1,0,3,1,4,1,5,4,1,4,3,3,3,3,3,503,36,0,0,210,0,0,0,0,6,538000,13.195615697878251,5678,7,7,0,0,0,1,0,0,0,1,1,2.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,10.887530386461101,3.871201010907891
771,70.04995836802665,7252,3,4,3,5,5,0.0,3,3,4,3,3,6,685,1,0,173,858,3,858,0,0,858,1,0,1,0,2,1,3,7,0,0,1,2,3,3,3,120,0,0,0,0,0,0,0,0,4,134900,11.812296455066814,1836,27,27,0,0,0,0,0,0,0,1,1,1.5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.889170455363413,4.2633832685897595
772,67.0,8877,4,4,3,4,5,0.0,3,3,2,2,1,2,836,1,0,0,836,3,1220,0,0,1220,0,0,1,0,2,1,3,7,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,4,102000,11.53273789613992,2056,55,55,0,0,0,0,0,0,0,1,1,1.0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,9.09133158539398,4.219507705176107
773,94.0,7819,4,4,3,6,5,0.0,3,3,3,3,3,5,422,4,127,480,1029,3,1117,0,0,1117,1,0,1,0,3,1,3,7,1,3,1,2,3,3,3,144,0,0,0,0,0,0,3,0,3,107000,11.580593459194764,2290,34,34,0,0,0,0,0,0,0,1,1,1.5,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,8.964439833539357,4.553876891600541
